sa2_name_2011,date,Establishments (no.),Rooms (no.),Bed spaces (no.)
Rosebud - McCrae,2016-04-01,3,,
Somerville,2016-04-01,1,,
Echuca,2016-04-01,14,433,1119
Rochester,2016-04-01,1,,
Cobram,2016-04-01,2,,
Yarrawonga,2016-04-01,3,,
Euroa,2016-04-01,1,,
Kilmore - Broadford,2016-04-01,2,,
Nagambie,2016-04-01,4,76,229
Seymour,2016-04-01,3,48,123
Seymour Region,2016-04-01,2,,
Wallan,2016-04-01,1,,
Mooroopna,2016-04-01,2,,
Shepparton - North,2016-04-01,6,183,506
Shepparton - South,2016-04-01,11,392,1074
Mansfield (Vic.),2016-04-01,18,521,1970
Benalla,2016-04-01,5,101,291
Rutherglen,2016-04-01,3,47,117
Wangaratta,2016-04-01,8,258,812
Wangaratta Region,2016-04-01,1,,
Beechworth,2016-04-01,3,63,181
Towong,2016-04-01,3,63,180
Bright - Mount Beauty,2016-04-01,37,1002,3948
Myrtleford,2016-04-01,2,,
Yackandandah,2016-04-01,1,,
Bairnsdale,2016-04-01,8,215,537
Bruthen - Omeo,2016-04-01,1,,
Lakes Entrance,2016-04-01,11,444,1258
Orbost,2016-04-01,3,65,188
Paynesville,2016-04-01,2,,
Drouin,2016-04-01,1,,
Mount Baw Baw Region,2016-04-01,2,,
Warragul,2016-04-01,4,105,266
Foster,2016-04-01,2,,
Korumburra,2016-04-01,1,,
Leongatha,2016-04-01,1,,
Moe - Newborough,2016-04-01,2,,
Morwell,2016-04-01,6,158,410
Traralgon,2016-04-01,8,284,721
Maffra,2016-04-01,1,,
Sale,2016-04-01,8,312,820
Yarram,2016-04-01,2,,
Eltham,2016-04-01,2,,
Chirnside Park,2016-04-01,1,,
Healesville - Yarra Glen,2016-04-01,3,,
Kilsyth,2016-04-01,1,,
Lilydale - Coldstream,2016-04-01,3,103,238
Mount Dandenong - Olinda,2016-04-01,2,,
Mount Evelyn,2016-04-01,1,,
Yarra Valley,2016-04-01,3,70,164
Beaconsfield - Officer,2016-04-01,1,,
Belmont,2016-04-01,5,,
Corio - Norlane,2016-04-01,1,,
Geelong,2016-04-01,12,640,1625
Geelong West - Hamlyn Heights,2016-04-01,1,,
Newtown (Vic.),2016-04-01,3,70,171
North Geelong - Bell Park,2016-04-01,1,,
Ocean Grove - Barwon Heads,2016-04-01,2,,
Portarlington,2016-04-01,1,,
Queenscliff,2016-04-01,3,,
Woodend,2016-04-01,1,,
Macedon,2016-04-01,1,,
Romsey,2016-04-01,3,,
Creswick - Clunes,2016-04-01,1,,
Daylesford,2016-04-01,5,,
Alfredton,2016-04-01,5,163,529
Ballarat,2016-04-01,12,385,911
Ballarat - North,2016-04-01,6,,
Ballarat - South,2016-04-01,6,273,968
Delacombe,2016-04-01,1,,
Avoca,2016-04-01,1,,
Ararat,2016-04-01,3,60,182
St Arnaud,2016-04-01,1,,
Stawell,2016-04-01,9,,
Alexandra,2016-04-01,7,,
Yea,2016-04-01,1,,
Wodonga,2016-04-01,7,248,779
Phillip Island,2016-04-01,11,,
Wonthaggi - Inverloch,2016-04-01,3,,
